"","loc_name","Equus","Coelodonta","Bos","Gazella","Ursus","Vulpes","Cervus","Canis","Sus","Homo","Rupicapra","Panthera","Stephanorhinus","Capra","Meles","Mustela","Lepus","Capreolus","Myospalax","Ochotona","Microtus","Talpa","Rangifer","Glis","Sorex","Ovis","Mammuthus","Bison","Saiga","Gulo","Castor","Alces","Martes","Lutra","Erinaceus","Hystrix","Homotherium","Pachycrocuta","Spermophilus","Vormela","Pontoceros","Xenocyon","Marmota","Praemegaceros","Hippopotamus","Felis","Gazellospira","Castillomys","Petenyia","Beremendia","Eliomys","Leptobos","Praeovibos","Eucladoceros","Paradolichopithecus","Prolagus","Lynx","Procamptoceras","Apodemus","Mimomys","Desmana","Kislangia","Stephanomys","Metacervocerus","Allactaga","Allocricetus","Borsodia","Cricetus","Prolagurus","Eolagurus","Terricola","Crocuta","Ovibos","Spalax","Lagurus","Ellobius","Arvicola","Cricetulus","Nyctereutes","Macaca","Hydropotes","Hyaena","Pseudaxis","Megaloceros","Megantereon","Soergelia","Lagurodon","Hemitragus","Palaeoloxodon","Dama","Muscardinus","Glirulus","Micromys","Blarinoides","Deinsdorfia","Germanomys","Hypolagus","Asoriculus","Cuon","Rhinolophus","Myotis","Pliomys","Oryctolagus","Miniopterus","Barbastella","Allophaiomys","Dolinasorex","Plecotus","Neomys","Crocidura","Galemys","Pannonictis","Drepanosorex","Baranogale","Sciurus","Ungaromys","Clethrionomys","Meriones","Camelus","Chionomys","Mesocricetus","Stegodon","Megatapirus","Neofelis","Arctonyx","Capricornis","Elaphodus","Leopoldamys","Bubalus","Pseudois","Rhizomys","Dicerorhinus","Catopuma","Ailuropoda","Sinomegaceros","Proboscidipparion","Tapirus","Elephas","Rhinoceros","Pongo","Hylobates","Atherurus","Muntiacus","Axis","Helarctos","Naemorhedus","Sinomastodon","Sicista","Dicrostonyx","Moschus","Paguma","Cervavitus","Budorcas","Gigantopithecus","Trachypithecus","Rhinopithecus","Trogontherium","Mus","Dryomys","Acinonyx","Hemiechinus","Paracamelus","Rhagamys","Tyrrhenicola","Rhagapodemus","Cynotherium","Lemmus","Myopus","Megalovis","Hexaprotodon","Villanyia","Prosiphneus","Pseudodama","Zygolophodon","Pliocrocuta","Croizetoceros","Gallogoral","Anancus","Alactagulus","Potamochoerus","Rusa","Bibos","Nomascus","Melogale","Hippopotamodon","Scaptochirus","Hesperotherium","Dorcabune","Viverra","Pygathrix","Hipparion","Nestoritherium","Procynocephalus","Procapreolus","Spirocerus","Rattus","Chiropodomys","Duboisia","Antilope","Puma","Chasmaporthetes","Palaeotragus","Ochotonoides","Kowalskia","Elaphurus","Huaxiamys","Chardinomys","Dipus","Paralactaga","Pliosiphneus","Anourosorex","Eptesicus","Soriculus","Murina","Hipposideros","Viverricula","Libralces","Poephagus","Procapra","Myomimus","Gerbillus","Blarinella","Chimarrogale","Lasiopodomys","Aeretes","Bandicota","Niviventer","Typhlomys","Hapalomys","Prionailurus","Parameles","Tamias","Mogera","Petaurista","Paradoxurus","Semnopithecus","Eothenomys","Manis","Tragulus","Amblonyx","Belomys","Tetraceros","Boselaphus","Hemibos","Presbytis","Spermophilinus","Antilospira","Elasmotherium","Sciurotamias","Sericolagus","Enhydrictis","Neurotrichus","Pliolagus","Dolomys","Jordanomys","Cervalces","Plioscirtopoda","Vespertilio","Prometheomys","Cervulus","Nipponicervus","Postschizotherium","Callosciurus","Hylomys","Uropsilus","Hyperacrius","Vernaya","Wushanomys","Scaptonyx","Ia","Haploidoceros","Dinaromys","Machairodus","Sundasciurus","Cromeromys","Yangia","Pygeretmus","Megaderma","Hylopetes","Maxomys","Pliotragus","Alticola","Nesiotites","Eucyon","Alilepus","Pelorovis","Promimomys","Orientalomys","Boocercus","Proochotona","LAT","LONG","ALTITUDE","MAX_AGE","BFA_MAX","BFA_MAX_ABS","MIN_AGE","BFA_MIN","BFA_MIN_ABS","CHRON","COUNTRY","age_range","Gen_Count","N_Herb","N_NonHerb","PropHerb"
"12","Almenara-Casablanca 1",0.9,0,0,0,0.9,0.9,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1,1,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.17,-0.17,"\N",2.5,"mn17","\N",1.9,"mn17","\N","Lower Villafranchian","Spain",0.6,290,13,13,0.0448275862068966
"13","Altestovo 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.717,30.5,"\N",0.79,"ois19","\N",0.424,"ois12","\N","Tiraspol","Ukraine",0.366,290,9,1,0.0310344827586207
"14","Aman Kutan",0.9,0,0.9,0,0.9,0,0.9,0.9,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.31,66.936,"\N",0.115,"weichselian","\N",0.0625,"weichselian","\N","Early Weichselian","Uzbekistan",0.0525,290,7,3,0.0241379310344828
"15","Anaklia",0,0,0.9,0,0,0,0.9,0.9,1,0,0,0,0,0.9,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,"\N",0.0117,"holocene","\N",0,"holocene","\N","","Georgia",0.0117,290,4,2,0.0137931034482759
"16","Anetovka II",0.9,0,0,0,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0.9,0,0.9,0,0,0,1,0,0.9,0,0,0,0,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0.9,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.7,31.1333,"\N",0.01804,"\N","C14",0.01804,"\N","C14","Late Weichselian","Ukraine",0,290,14,5,0.0482758620689655
"17","Angangxi_Daxingtun",0.9,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0.9,0.9,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.2,123.53,"\N",0.0118,"\N","C14",0.0118,"\N","C14","\N","China",0,290,7,0,0.0241379310344828
"18","Anping",0,0,0,0,0,0.9,1,0.9,0.9,0,0,0.9,0.9,0,0.9,0,0.9,0.9,0.9,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.16666667,123.4333333,"\N",0.559,"middlepleistocene.","\N",0.344,"middlepleistocene.","\N","\N","China",0.215,290,9,7,0.0310344827586207
"19","Antu",0.9,0.9,0,0,0.9,0,0,0,0,0.9,0,0.9,0,0,0,0,0,0.9,0,0.9,0,0,0,0,0,0,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.09,123.93,"\N",0.0354,"\N","C14",0.0266,"\N","C14","\N","China",0.0088,290,7,3,0.0241379310344828
"20","Apollonia (APL)",0.9,0,0,0,0.9,0.9,0,1,0,0,0,0.9,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0.9,0.9,1,0,0,0,0,0,0,0.9,0,0.9,0.9,0,0,0.9,0.9,0,0.9,0,0,0,0,0,0,0,0,0.9,0.9,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.75,23.3,"\N",1.9,"biharian","\N",0.5,"biharian","\N","","Greece",1.4,290,12,11,0.0413793103448276
"21","Arenero de Casa de Eulogio",0.9,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.31877973,-3.560749013,"\N",0.379,"\N","AAR",0.275,"\N","AAR","\N","Spain",0.104,290,4,0,0.0137931034482759
"22","Arenero Manuel Soto",0.9,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.35017325,-3.677416461,"\N",0.379,"\N","AAR",0.275,"\N","AAR","\N","Spain",0.104,290,5,1,0.0172413793103448
"23","Arenero Oxigeno",0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.33447452,-3.664000128,"\N",0.379,"\N","AAR",0.275,"\N","AAR","0.275-0.379","Spain",0.104,290,4,0,0.0137931034482759
"24","Arondelli",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0.9,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.9,0,0,0,0,0,0.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.66666667,10.55,"\N",1.9,"oldstylepleistocene","\N",0.0117,"oldstylepleistocene","\N","\N","Italy",1.8883,290,7,8,0.0241379310344828
"25","Asote",0,0,0,0,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0.9,0,0,0.9,0,0,0,0,0,0,0,0,0,0.9,0,0,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.5,25.85,"\N",0.0117,"holocene","\N",0,"holocene","\N","Holocene","Latvia",0.0117,290,5,7,0.0172413793103448
"26","Asva",0,0,0,0,0,0.9,0,0,0.9,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.5,23,"\N",0.0117,"holocene","\N",0,"holocene","\N","Holocene","Estonia",0.0117,290,3,2,0.0103448275862069
"27","Atapuerca TD10",1,0,0,0,0.9,0.9,0.9,0.9,0.9,0,0,0.9,0.9,0,0.9,0.9,0,0.9,0,0,1,0,0,0,0,0,0,0.9,0,0,0.9,0,0,0,0.9,0.9,0,0,0,0,0,0,0.9,0,0,0.9,0,0,0,0,0.9,0,0,0,0,0,0.9,0,0.9,0,0,0,0,0,0,0.9,0,0,0,0,0.9,0,0,0,0,0,0.9,0,0,0,0,0,0,0.9,0,0,0,0.9,0,0.9,0,0,0,0,0,0,0,0,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.333,-3.5,"\N",0.379,"\N","U/Th",0.374,"\N","U/Th","","Spain",0.005,290,17,15,0.0586206896551724
"28","Atapuerca TD11",0.9,0,0,0,0,0,0,0,0,0,0,0.9,0.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0.9,0,0,0,0,0.9,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.333,-3.5,"\N",0.781,"brunhes","\N",0.15,"\N","ESR","","Spain",0.631,290,8,3,0.0275862068965517
